survey,item,variable,values,question_text,response_categories,agreed,categories,notes
eb802,sup_govaction_2,qa3_3,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Regional and local authorities","0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,gen_clicon_2,qa3_4,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Business and industry","0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,gen_indchge_2,qa3_5,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? You personally","0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,gen_clicon_2,qa3_6,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Environmental groups","0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,gen_clicon_2,qa3_7,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Other (SPONTANEOUS)","0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,gen_clicon_2,qa3_8,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? All of them (SPONTANEOUS)","0 Not mentioned
1 Mentioned",NA,NA,NA
eb802,climate_chg_4,qa4_1,c(4:1),To what extent do you agree or disagree with each of the following statements?Fighting climate change and using energy more efficiently can boost the economy and jobs in the EU,"1 Totally agree
2 Tend to agree
3 Tend to disagree
4 Totally disagree
5 DK",NA,NA,NA
eb871,gen_clicon_2,qc1t_1,c(0:1),Which of the following do you consider to be the single most serious problem facing the world as a whole? Climate change. A summarize variable qa1t_1. qa2t_1,"0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,gen_clicon_10,qc2,c(1:10),"And how serious a problem do you think climate change is at this moment? Please use a scale from 1 to 10, with ‘1’ meaning it is ‘not at all a serious problem’ and ‘10’ meaning it is ‘an extremely serious problem’.","1 Box1 - Not at all a serious problem
2 Box2
3 Box3
4 Box4
5 Box5
6 Box6
7 Box7
8 Box8
9 Box9
10 Box 10 - An extremely serious problem
11 DK",NA,NA,NA
eb871,sup_govaction_2,qc3_1,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? National Governments","0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,sup_govaction_2,qc3_2,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? The European Union","0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,sup_govaction_2,qc3_3,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Regional and local authorities","0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,gen_clicon_2,qc3_4,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Business and industry","0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,gen_indchge_2,qc3_5,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? You personally","0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,gen_clicon_2,qc3_6,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Environmental groups","0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,gen_clicon_2,qc3_7,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? Other (SPONTANEOUS)","0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,gen_clicon_2,qc3_8,c(0:1),"In your opinion, who within the EU is responsible for tackling climate change? All of them (SPONTANEOUS)","0 Not mentioned
1 Mentioned",NA,NA,NA
eb871,climate_chg_4,qc4_1,c(4:1),Fighting climate change and using energy more efficiently can boost the economy and jobs in the EU,"1 Totallyagree
2 Tendtoagree
3 Tendtodisagree 4 Totallydisagree 5 DK",NA,NA,NA
eb871,sup_govaction_4,qc4_5,c(4:1),More public financial support should be given to the transition to clean energies even if it means subsidies to fossil fuels should be reduced,"4 Totallyagree
2 Tendtoagree
3 Tendtodisagree 4 Totallydisagree 5 DK",NA,NA,NA
eb871,sup_govaction_4,qc7,c(4:1),"How important do you think it is that the (NATIONALITY) government sets targets to increase the amount of renewable energy used, such as wind or solar power, by 2030?","1 Very important
2 Fairly important
3 Not very important
4 Not at all important
5 DK",NA,NA,NA
eb871,sup_govaction_4,qc8,c(4:1),How important do you think it is that the (NATIONALITY) government provides support for improving energy efficiency by 2030 (e.g. by encouraging people to insulate their home or buy electric cars)?,"1 Very important
2 Fairly important
3 Not very important
4 Not at all important
5 DK",NA,NA,NA
nsee_combo,gh_env_4,gwimpacts_areas,c(4:1),concern of global warming impact: higher sea levels & flooding;,Very concerned    1   Somewhat concerned        Not too concerned     Not concerned at all 4,NA,NA,NA
nsee_combo,air_health_4,gwimpacts_disease,c(4:1),concern of global warming impact: spread of disease;,Very concerned    1   Somewhat concerned        Not too concerned     Not concerned at all 4,NA,NA,NA
nsee_combo,gh_env_4,gwimpacts_droughts,c(4:1),concern of global warming impact: longer & more severe drought;,Very concerned    1   Somewhat concerned        Not too concerned     Not concerned at all 4,NA,NA,NA
nsee_combo,gh_env_4,gwimpacts_species,c(4:1),concern of global warming impact: loss of species; ;,Very concerned    1   Somewhat concerned        Not too concerned     Not concerned at all 4,NA,NA,NA
nsee_combo,gh_env_4,gwimpacts_storms,c(4:1),concern of global warming impact: intensity of storms,Very concerned    1   Somewhat concerned        Not too concerned     Not concerned at all 4,NA,NA,NA
nsee_combo,sup_govaction_4,intl_economicimpact:,c(1:4),"Overall, the U.S. economy would benefit from leaving the international climate treaty designed to reduce greenhouse gas emissions",Strongly agree 1   Somewhat agree Somewhat disagree Strongly disagree 4,NA,NA,NA
nsee_combo,sup_govaction_4,intl_support_v1,c(4:1),support for international green house gas treaty,Strongly support 1Somewhat support  Somewhat oppose  Strongly oppose 4,NA,NA,NA
nsee_combo,sup_govaction_5,intl_support_v2,c(5:1),support for international green house gas treaty,Strongly support      1     Somewhat support Neither support nor oppose            Somewhat oppose Strongly oppose 5,NA,NA,NA
nsee_combo,climate_chg_2,science_co2vsmethane,c(1:2),Scientists believe carbon dioxide is a more potent green house,True  1 False 2,NA,NA,NA
nsee_combo,climate_chg_2,science_flooding,c(2:1),Scientists believe human-caused global warming will result in flooding,True  1 False 2,NA,NA,NA
nsee_combo,climate_chg_2,science_ozonehole,c(1:2),Scientists believe carbon dioxide is responsible for the hole in the ozone layer,True  1 False 2,NA,NA,NA
eb883,gen_clicon_2,qa3a_13,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment? THE ENVIRONMENT & CLIMATE CHANGE,"Not mentioned 0 The environment, climate and energy issues  1",NA,NA,NA
eb883,gen_clicon_2,qa4b_13,c(0:1),What do you think are the two most important issues facing (personal) at the moment?THE ENVIRONMENT & CLIMATE CHANGE,"Not mentioned 0 The environment, climate and energy issues  1",NA,NA,NA
eb883,gen_clicon_2,qa5_13,c(0:1),What do you think are the two most important issues facing (EU) at the moment?THE ENVIRONMENT & CLIMATE CHANGE,"Not mentioned 0 The environment, climate and energy issues  1",NA,NA,NA
eb902,climate_chg_4,qb1,c(4:1),Which of the following statements best describes your opinion?,Climate change is entirely due to human activity 1  Climate change is partly due to human activity 2  Climate change is not at all due to human activity 3 There is no climate change / I don't believe in climate change (SPONTANEOUS) 4,NA,NA,NA
eb902,gh_env_4,qb2_1,c(4:1),Do you think that the following extreme weather events are due to climate change??HEAT/COLD WAVES,"Yes, definitely 1 Yes, to some extent      No, not really      No, not at all    4",NA,NA,NA
eb902,gh_env_4,qb2_2,c(4:1),Droughts and wildfires,"Yes, definitely 1 Yes, to some extent      No, not really      No, not at all    4",NA,NA,NA
eb902,gh_env_4,qb2_3,c(4:1),Floods,"Yes, definitely 1 Yes, to some extent      No, not really      No, not at all    4",NA,NA,NA
eb902,gh_env_4,qb2_4,c(4:1),Hurricanes and heavy rainstorms,"Yes, definitely 1 Yes, to some extent      No, not really      No, not at all    4",NA,NA,NA
eb902,gh_env_4,qb2_5,c(4:1),Earthquakes,"Yes, definitely 1 Yes, to some extent      No, not really      No, not at all    4",NA,NA,NA
eb902,gh_env_4,qb2_6,c(4:1),Landslides,"Yes, definitely 1 Yes, to some extent      No, not really      No, not at all    4",NA,NA,NA
eb902,sup_govaction_4,qb5_5,c(4:1),"To what extent do you agree or disagree with each of the following statements?More public financial
support should be given to the transition to clean energies even if it means subsidies to fossil fuels should be reduced",Totally agree  1  Tend to agree Tend to disagree Totally disagree         4,NA,NA,NA
eb913_c,gen_clicon_2,qb1_c,c(0:1),What do you think are the two most important issues facing (EU) at the moment?THE ENVIRONMENT & CLIMATE CHANGE,Not mentioned 0  climate change 1,NA,NA,NA
eb913_c,sup_govaction_4,qb4_4,c(4:1),"To what extent do you agree or disagree with each of the following statements?More public financial
support should be given to the transition to clean energies even if it means subsidies to fossil fuels should be reduced",1Totally agree    Tend to agree Tend to disagree 4Totally disagree,NA,NA,NA
eb913_c,gen_indchge_2,qb5,c(2:1),Have you personally taken any action to fight climate change over the past six months?,#yes 1 no2,NA,NA,NA
eb913_c,sup_govaction_4,qb7,c(4:1),"How important do you think it is that the (NATIONALITY) government sets ambitious targets to increase the amount of renewable energy used, such as wind or solar power, by 2030?",Very important   1  Fairly important   Not very important Not at all important   4,NA,NA,NA
eb913_c,sup_govaction_4,qb8,c(4:1),How important do you think it is that the (NATIONALITY) government provides support for improving energy efficiency by 2030 (e.g. by encouraging people to insulate their home or buy electric cars)?,Very important   1  Fairly important   Not very important Not at all important   4,NA,NA,NA
eb913_c,sup_govaction_4,qb9,c(4:1),"To what extent do you agree or disagree with the following statement: We should reduce greenhouse gas emissions to a minimum while offsetting the remaining emissions, for instance by increasing forested areas, to make the EU economy climate neutral by 2050.",Totally agree 1   Tend to agree Tend to disagree Totally disagree    4,NA,NA,NA
eb914,sup_govaction_2,qb9,c(0:1),"In your opinion, which of the following energy issues should the European Union tackle as a priority over the next 10 years?",Not mentioned 0 Step up international efforts to reduce the impact of energy on climate change (Interviewer instruction: if ...         1,NA,NA,NA
eb914,sup_govaction_4,qb2_2,c(4:1),"The EU must ensure access
to clean energy, e.g. encourage a move away from fossil fuels towards
energy sources with low greenhouse gas emissions",Totally agree    1Tend to agree Tend to disagree Totally disagree     4,NA,NA,NA
eb904,gh_env_4,qa2_5,c(4:1),"will read some statements about why it might be important to halt the loss of biodiversity.
#Please tell me how much you agree or disagree with them.
#Looking after nature is essential in tackling climate change",1Totally agree    Tend to agree Tend to disagree Totally disagree4,NA,NA,NA
eb924,gen_clicon_10,qa2_1,c(1:10),And how serious a problem do you think climate change is at this moment? In your country,1 Not at all a serious problem 10 An extremely serious problem,NA,NA,NA
eb924,gen_clicon_10,qa2_2,c(1:10),And how serious a problem do you think climate change is at this moment?EU,1 Not at all a serious problem 10 An extremely serious problem,NA,NA,NA
eb924,gen_clicon_2,qa3_8,c(0:1),"From the following list, please pick the four environmental issues which you consider the most important.",Not mentioned 0 Climate change 1,NA,NA,NA
eb924,gen_evncon_4,qa1,c(4:1),How important is protecting the environment to you personally?,1 Very important     Fairly important   Not very important Not at all important 4,NA,NA,NA
eb924,envact_gov_3,qa9_4,c(3:1),"In your opinion, is each of the following currently doing too much, about the right amount, or not enough to protect the environment?: national government",1Doing too much Doing about the right amount             Not doing enough 3,NA,NA,NA
eb511_c,gen_evncon_2,venv,c(0:1),Here is a list of things that some people say they are afraid of. Please tell me which one worries you the most (top 5),0 not mentioned 1 mentioned damage to enviornment,NA,NA,NA
eb511_c,gen_evncon_3,v43,"c(3, 2, 1)","some people are concerned about environmental protection and the fight against pollution. In your opinion, is it?",1An immediate and urgent problem   More a problem for the future Not really a problem  3,NA,NA,NA
eb511_c,env_seriplant_4,v44,c(4:1),"at present, are you very worried, somewhat worried, not very worried, or not at all worried about the following : EXTINCT SPECIES",1Very worried   Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
eb511_c,env_seriplant_4,v46,c(4:1),"at present, are you very worried, somewhat worried, not very worried, or not at all worried about the following : the disappearance of tropical forests",1Very worried   Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
eb511_c,gen_clicon_4,v47,c(4:1),global warming,1Very worried   Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
eb511_c,gen_clicon_4,v48,c(4:1),"pollution of the air, water, ground",1Very worried   Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
eb511_c,gen_clicon_4,v49,c(4:1),the destruction of the ozone layer,1Very worried   Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
eb511_c,env_seriplant_3,v53,"c(2, 3, 1)","for each of these, would you say that you are more worried or less worried than 5 years ago: disappearce of certain species",More worried 1 Less worried 2 Neither more nor less worried (SPONTANEOUS) 3,NA,NA,NA
eb511_c,env_seriplant_3,v55,"c(2, 3, 1)",the disappearance of tropical forests,More worried 1 Less worried 2 Neither more nor less worried (SPONTANEOUS) 3,NA,NA,NA
eb511_c,gen_clicon_3,v56,"c(2, 3, 1)",global warming,More worried 1 Less worried 2 Neither more nor less worried (SPONTANEOUS) 3,NA,NA,NA
eb511_c,env_serairpoll_3,v57,"c(2, 3, 1)","pollution of the air, water, ground",More worried 1 Less worried 2 Neither more nor less worried (SPONTANEOUS) 3,NA,NA,NA
eb511_c,gen_clicon_3,v58,"c(2, 3, 1)",the destruction of the ozone layer,More worried 1 Less worried 2 Neither more nor less worried (SPONTANEOUS) 3,NA,NA,NA
eb511_c,env_serairpoll_3,v86,c(1:3),to what extent do you believe that the following could affect your health in the future : air quality,Not at all 1  A little      A lot  3,NA,NA,NA
eb511_c,gen_clicon_3,v93,c(1:3),to what extent do you believe that the following could affect your health in the future : CLIMATE CHANGE,Not at all 1  A little      A lot  3,NA,NA,NA
eb511_c,env_serairpoll_4,v75,c(4:1),"thinking about (your country), are you very worried, somewhat worried, not very worried or not at all worrid about the following? Air pollution",Very worried  1 Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
eb802_c,gen_clicon_2,qa1_c,c(0:1),Which of the following do you consider to be the most serious problem facing the world as a whole? Top 4 : climate change,not mentioned 0. mentioned 1,NA,NA,NA
eb802_c,gen_clicon_11,qa2,c(0:10),"And how serious a problem do you think climate change is at this moment? Please use a scale from 1 to 10, with '1' meaning it is ""not at all  a serious problem"" and '10' meaning it is ""an extremely serious problem"".",Not at all a serious problem 1 #An extremely serious problem  10,NA,NA,NA
eb802_c,sup_govaction_4,qa7,c(4:1),"How important do you think it is that the (OUR NATIONALITY) government sets targets to increase the amount of renewable energyused, such as wind or solar power, by 2030?",Very important 1    Fairly important   Not very important Not at all important 4,NA,NA,NA
eb802_c,sup_govaction_4,qa8,c(4:1),"How important do you think it is that the (OUR NATIONALITY) government provides support for improving energy efficiency (for example, by encouraging people to insulate their home or purchase low  energy light bulbs) by 2030?",Very important 1    Fairly important   Not very important Not at all important 4,NA,NA,NA
eb834,gen_clicon_2,qa1t_1,c(0:1),hich of the following do you consider to be the single most serious problem facing the world as a whole?  CLIMATE CHANGE (SUM),NA,NA,NA,NA
eb834,gen_clicon_10,qa2,c(1:10),"And how serious a problem do you think climate change is at this moment? Please use a scale from 1 to 10, with '1' meaning it is ""not at all a serious problem"" and '10' meaning it is ""an extremely serious problem"".","1 not at all a serious problem, 10 an extremely serious problem""",NA,NA,NA
eb834,gh_env_4,qb4_5,c(4:1),I will read some statements about why it might be important to halt the loss of biodiversity. Please tell me how much you agree or disagree with them.  Looking after nature is essential in tackling climate change,Totally agree1    Tend to agree Tend to disagree Totally disagree 4,NA,NA,NA
eb834,gh_env_4,qb7_5,c(4:1),"In your opinion, to what extent is biodiversity threatened by each of the following? Climate change",Very much 1 Quite a lot    Not much  Not at all 4,NA,NA,NA
eb852_c,gen_evncon_2,qa3_c,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment? IMPORTANT ISSUES CNTRY: THE ENVIRONMENT (include TCC),0 not mentioned 1 mentioned  enviornment,NA,NA,NA
eb852_c,gen_evncon_2,qa4_c,c(0:1),"And personally, what are the two most important issues you are facing at the moment?(include TCC)",0 not mentioned 1 mentioned environment,NA,NA,NA
eb852_c,gen_evncon_2,qa5_11,c(0:1),What do you think are the two most important issues facing the EU at the moment? THE ENVIRONMENT,Not mentioned  0   Mentioned 1,NA,NA,NA
eb852_c,gen_clicon_2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? CLIMATE CHANGE,Not mentioned  0   Mentioned 1,NA,NA,NA
eb852_c,gen_evncon_2,qb3_4,c(0:1),"In your opinion, which two of the following objectives should be given top priority in a European energy union? Enviornment",Not mentioned  0   Mentioned 1,NA,NA,NA
eb852_c,climate_pri_2,qb3_6,c(0:1),"In your opinion, which two of the following objectives should be given top priority in a European energy union? Global warming",Not mentioned  0   Mentioned 1,NA,NA,NA
eb682_c,gen_evncon_2,qa3_c,c(0:1),What do you think are the two most important issues facing (OUR COUNTRY) at the moment? IMPORTANT ISSUES CNTRY: THE ENVIRONMENT (include TCC),0 not mentioned 1 mentioned  enviornment,NA,NA,NA
eb682_c,gen_evncon_2,qa4_c,c(0:1),"And personally, what are the two most important issues you are facing at the moment?(include TCC)",0 not mentioned 1 mentioned environment,NA,NA,NA
eb682_c,gen_evncon_2,qa5_11,c(0:1),What do you think are the two most important issues facing the EU at the moment? THE ENVIRONMENT,Not mentioned  0   Mentioned 1,NA,NA,NA
eb682_c,gen_clicon_2,qa5_13,c(0:1),What do you think are the two most important issues facing the EU at the moment? CLIMATE CHANGE,Not mentioned  0   Mentioned 1,NA,NA,NA
eb682_c,gen_evncon_2,qb3_4,c(0:1),"In your opinion, which two of the following objectives should be given top priority in a European energy union? Enviornment",Not mentioned  0   Mentioned 1,NA,NA,NA
eb682_c,climate_pri_2,qb3_6,c(0:1),"In your opinion, which two of the following objectives should be given top priority in a European energy union? Global warming",Not mentioned  0   Mentioned 1,NA,NA,NA
eb621,gen_clicon_2,v271,c(0:1),"From the following list, please list the five main environmental issues that you are worried about? Climate change",Not mentioned  0   Mentioned 1,NA,NA,NA
eb621,gh_env_2,v279,c(0:1),"From the following list, please list the five main environmental issues that you are worried about? Air pollution",Not mentioned  0   Mentioned 1,NA,NA,NA
eb621,envact_govaction_2,v104,c(0:1),the draft European Constitution provides that one million citizens of the European Union can request the adoption of a European law. This is known as « the citizen’s right of initiative ». In which of the following fields would you like to use this right in priority?,Not mentioned  0   Mentioned 1,NA,NA,NA
eb621,gen_evncon_4,v120,c(1:4),How would you judge the current situation in each of the following domains?The situation of the environment,1 Very good Rather good  Rather bad    Very bad 4,NA,NA,NA
eb621,gen_evncon_5,v132,"c(4, 3, 5, 2, 1)","According to you, in five years, will the situation in each of the following domains be better or less good than it is now?ENVIRONMENT CTRY",1Much better      Somewhat better   Somewhat less good Definitely less good 4  Identical 5(SPONT.),NA,NA,NA
eb621,envimp_eco_2,v146,c(2:1),To which of the following two opinions do you feel the closest to? Environmental protection ...?,1Priority over competitiveness of econ. No priority over competitiveness of econ. 2,NA,NA,NA
eb621,gen_evncon_4,v307,c(4:1),"In your opinion, to what extent do the following factors influence your ""quality of life""? Enviornment",1 Very much Quite a lot    Not much  Not at all    4,NA,NA,NA
eb621,envimp_eco_2,v310,c(2:1),"In your opinion, should policy makers consider the environment to be just as important as economic and social policies?",yes 1 no 2,NA,NA,NA
eb621,envimp_eco_4,v311,c(4:1),"In your opinion, should policy makers take into account environmental concerns when deciding policy in other areas such as the #economy and employment?",1Very much Quite a lot  4  Not much  Not at all,NA,NA,NA
eb621,envact_indgen_4,v312,c(4:1),"Would you say that, you personally make an effort to protect the environment?",1 Often Sometimes    Rarely     Never4,NA,NA,NA
eb621,gen_evncon_2,v325,c(1:0),"From the following list, which are your three main sources of information about the environment?No interest",Not mentioned 0    Mentioned 1,NA,NA,NA
eb570,gen_clicon_2,v100,c(2:1),"for each of the following, please tell me if it is the case, or not?  global warming and climate change are serious issues which need immediate action","1 Yes, it is the case 2 No, it is not the case",NA,NA,NA
eb570,climate_chg_2,v101,c(2:1),"for each of the following, please tell me if it is the case, or not? the use of fossil fuels contributes significantly to global warming and cliamte change","1 Yes, it is the case 2 No, it is not the case",NA,NA,NA
eb570,climate_chg_2,v102,c(1:2),"for each of the following, please tell me if it is the case, or not?nuclear power contribute significantly to global warming and climate change","1 Yes, it is the case 2 No, it is not the case",NA,NA,NA
eb570,climate_chg_2,v103,c(2:1),"for each of the following, please tell me if it is the case, or not?transport is largely responsbile for global warming and climate change","1 Yes, it is the case 2 No, it is not the case",NA,NA,NA
eb570,climate_chg_2,v104,c(2:1),"for each of the following, please tell me if it is the case, or not?the use of fossil fuels adversely affects air quality","1 Yes, it is the case 2 No, it is not the case",NA,NA,NA
eb570,climate_chg_2,v105,c(2:1),"for each of the following, please tell me if it is the case, or not?the use of natural gas contribute to enviornmental problems, but less than oil","1 Yes, it is the case 2 No, it is not the case",NA,NA,NA
eb570,climate_chg_2,v115,c(1:2),"nuclear enery is currently produced by fission ro the splitting of heavy atoms. Another option
#being developed is nulcear fusion, which invovles the merging of light atoms. Do you think that power stations using nuclear fusion would contribute significantly to global warming",#1Yes 2No,NA,NA,NA
eb431,env_seriplant_4,v135,c(4:1),"at present, are you very worried, somewhat worried, not very worried, or not at all worried about the following : EXTINCT SPECIES",1Very worried   Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
eb431,env_seriplant_4,v137,c(4:1),"at present, are you very worried, somewhat worried, not very worried, or not at all worried about the following : the disappearance of tropical forests",1Very worried   Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
eb431,gen_clicon_4,v138,c(4:1),global warming,1Very worried   Somewhat worried   Not very worried Not at all worried 4,NA,NA,NA
