survey,item,variable,values,question_text,response_categories
rtm2022,burden_growth4,q45f,c(4:1),"The government can take a number of environmental regulatory steps to reduce [country]'s contribution to climate change, such as building up green infrastructure, emissions limits and carbon taxes. But these environmental measures to mitigate climate change can have social and economic consequences on people today. Keeping in mind the effects of different environmental policies to combat climate change, what degree are you concerned about the following possible economic outcomes in [country]? Lower economic growth",1 not at all concerned / 2 not so concerned / 3 somewhat concerned / 4 very concerned
rtm2022,burden_hvac4,q45g,c(4:1),"The government can take a number of environmental regulatory steps to reduce [country]'s contribution to climate change, such as building up green infrastructure, emissions limits and carbon taxes. But these environmental measures to mitigate climate change can have social and economic consequences on people today. Keeping in mind the effects of different environmental policies to combat climate change, what degree are you concerned about the following possible economic outcomes in [country]? Costs of (mandatory) climate-neutral adaptation of heating and cooling systems (e.g. renewable energy systems, energy efficiency renovations)",1 not at all concerned / 2 not so concerned / 3 somewhat concerned / 4 very concerned
rtm2022,action_rel5,q46,c(1:5),"Bearing in mind the costs and benefits of policy action, do you think the government should be doing more, less or continue what it’s doing now to combat climate change?",1 government should do much less / 2 government should do less / 3 government should do about the same as now / 4 government should do more / 5 government should do much more
szazadveg_cc2021,concern5,climateconcerns,c(1:5),How worried are you about climate change?,1 not at all worried / 2 not very worried / 3 somewhat worried / 4 very worried / 5 extremely worried
tt2002,important_threat3a,var017_g,c(3:1),"I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat
tt2002,important_threat3,var018_g,c(3:1),"I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all. f) the effects of global warming",1 extremely important threat 2 important threat 3 not important threat
tt2005,important_threat3,var032,c(3:1),"I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all. f) the effects of global warming",1 extremely important threat 2 important threat 3 not important threat
tt2005,concern_personal4a,var039,c(4:1),"And in the next 10 years, please tell me how likely you are to be personally affected by each of the following threats: The effects of global warming",1 very likely  2 somewhat likely 3 not too likely 4 not likely at all
tt2006,important_threat3,var042,c(3:1),"I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all. f) the effects of global warming",1 extremely important threat 2 important threat 3 not important threat
tt2006,important_threat4,var051,c(4:1),"I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all. f) the effects of global warming",1 extremely important threat 2 important threat 3 not important threat
tt2007,concern_personal4a,q8_7,c(4:1),"And in the next 10 years, please tell me how likely you are to be personally affected by each of the following threats: The effects of global warming",1 very likely  2 somewhat likely 3 not too likely 4 not likely at all
tt2008,top_priority2,q9ab06,c(0:1),Which among these should be the top priority for the next American president and European leaders? climate change,0 not mentioned 1 mentioned
tt2008,concern_personal4a,q15_5,c(4:1),"And in the next 10 years, please tell me how likely you are to be personally affected by each of the following threats. - The effects of global warming",1 very likely  2 somewhat likely 3 not too likely 4 not likely at all
tt2009,top_priority2,q8,as.numeric(q8 == 5),Which among the following tasks should be the top priority for the American president and European leaders?,0 not mentioned 1 climate change
tt2009,concern4,q22_1,c(4:1),To what extent are you concerned about: climate change,1 very concerned 2 somewhat concerned 3 not very concerned 4 not at all concerned
tt2009,helpless4,q26_1,c(1:4),"Climate change is an unstoppable process, we cannot do anything about it",1 agree strongly 2 agree somewhat 3 disagree somewhat 4 disagree strongly
tt2009,efficacy4,q26_2,c(4:1),The personal actions that we take to fight climate change can make a difference,1 agree strongly 2 agree somewhat 3 disagree somewhat 4 disagree strongly
tt2009,priority_economy2,q28,c(2:1),"Some people say that we should do everything possible to fight climate change, even if it slows economic growth. Others say that we should do everything possible to maximize economic growth, even if it hurts efforts to combat climate change.",1 We should fight climate change even if it slows economic growth 2 We should maximize economic growth even if it hurts efforts to fight climate change
tt2010,top_priority2,q7,as.numeric(q7 == 5),Which among the following task should be the top priority for the American president and European leaders?,0 not mentioned 1 climate change
wrp19_21,threat3,wp20719,c(3:1),Will climate change be a threat to people in country in next 20 years?,1 very serious threat / 2 somewhat serious threat / 3 not a threat at all
wvs_combo,concern_global4,b021,c(4:1),"Now let’s consider environmental problems in the world as a whole. Please, tell me how serious you consider each of the following to be for the world as a whole. Is it very serious, somewhat serious, not very serious or not serious at all? Global warming or the greenhouse effect",1 very serious / 2 somewhat serious / 3 not very serious / 4 not serious at all
ypccc_combo,concern4,worry,c(1:4),How worried are you about climate change?,1 not at all worried / 2 not very worried / 3 somewhat worried / 4 very worried
ypccc_combo,belief3,happening,c(1:3),"Recently, you may have noticed that global warming has been getting some attention in the news. Global warming refers to the idea that the world’s average temperature has been increasing over the past 150 years, may be increasing more in the future, and that the world’s climate may change as a result. What do you think: Do you think that global warming is happening?",1 no / 2 don't know / 3 yes
ypccc_combo,cause4,cause_recoded ,c(3:6),"Assuming global warming is happening, do you think it is... ",3 neither because global warming isn’t happening / 4 caused mostly by natural changes in the environment / 5 caused by human activities and natural changes / 6 caused mostly by human activities
ypccc_combo,science4,sci_consensus,"c(3, 2, 1, 4)",Which comes closest to your own view? ,1 don’t know enough to say / 2 there is a lot of disagreement among scientists about whether or not global warming is happening / 3 most scientists think global warming is not happening/ 4 most scientists think global warming is happening
ypccc_combo,harm4,harm_personally,c(1:4),How much do you think global warming will harm: You personally ,1 not at all / 2 only a little / 3 a moderate amount / 4 a great deal
ypccc_combo,harm_us4,harm_us,c(1:4),How much do you think global warming will harm: People in the United States,1 not at all / 2 only a little / 3 a moderate amount / 4 a great deal
ypccc_combo,harm_dev4,harm_dev_countries,c(1:4),How much do you think global warming will harm: People in developing countries,1 not at all / 2 only a little / 3 a moderate amount / 4 a great deal
ypccc_combo,harm_future4,harm_future_gen ,c(1:4),How much do you think global warming will harm: Future generations of people,1 not at all / 2 only a little / 3 a moderate amount / 4 a great deal
ypccc_combo,harm_nature4,harm_plants_animals,c(1:4),How much do you think global warming will harm: Plant and animal species,1 not at all / 2 only a little / 3 a moderate amount / 4 a great deal
ypccc_combo,when6,when_harm_us,c(1:6),When do you think global warming will start to harm people in the United States? ,1 never / 2 in 100 years / 3 in 50 years / 4 in 25 years / 5 in 10 years / 6 they are being harmed right now
ypccc_combo,policy_carbon4,reg_co2_pollutant ,c(1:4),How much do you support or oppose the following policies? Regulate carbon dioxide (the primary greenhouse gas) as a pollutant.,1 strongly oppose / 2 somewhat oppose / 3 somewhat support / 4 strongly support
ypccc_combo,policy_mandate4,reg_utilities,c(1:4),"How much do you support or oppose the following policies? Require electric utilities to produce at least 20% of their electricity from wind, solar, or other renewable energy sources, even if it costs the average household an extra $100 a year.",1 strongly oppose / 2 somewhat oppose / 3 somewhat support / 4 strongly support
ypccc_combo,policy_research4,fund_research,c(1:4),"How much do you support or oppose the following policies? Fund more research into renewable energy sources, such as solar and wind power",1 strongly oppose / 2 somewhat oppose / 3 somewhat support / 4 strongly support
ypccc_combo,policy_phaseout4,reg_coal_emissions,c(1:4),How much do you support or oppose the following policies? Set strict carbon dioxide emission limits on existing coal-fired power plants to reduce global warming and improve public health. Power plants would have to reduce their emissions and/or invest in renewable energy and energy efficiency. The cost of electricity to consumers and companies would likely increase,1 strongly oppose / 2 somewhat oppose / 3 somewhat support / 4 strongly support
ypccc_combo,discuss4,discuss_gw,c(1:4),How often do you discuss global warming with your family and friends? ,1 never / 2 rarely / 3 occasionally / 4 often
ypccc_combo,media5,hear_gw_media,c(1:5),"About how often do you hear about global warming in the media (TV, movies, radio, newspapers/news websites, magazines, etc.)?",1 never / 2 once a year or less often / 3 several times a year / 4 at least once a month / 5 at least once a week
